-1.110160566933947497e-02 -2.220321133867898464e-02 -3.330481700801825318e-02 -4.395867425171239018e-02 -5.449041828841268142e-02 -6.499365100913925830e-02 -7.519276302614606722e-02 -8.539187504315369492e-02 -9.548982757970712887e-02 -1.053670685225413517e-01 -1.152443094653756023e-01 -1.248677076227172611e-01 -1.342444134955661228e-01 -1.436211193684149567e-01 -1.497046094991074938e-01 -1.544708133329375233e-01 -1.592370171667668310e-01 -1.638057079014467177e-01 -1.683272052407550345e-01 -1.728456417913619425e-01 -1.772243023246047322e-01 -1.816029628578474941e-01 -1.859539802097503469e-01 -1.901944248362933410e-01 -1.944348694628363627e-01 -1.986246504371832755e-01 -2.026501583574399357e-01 -2.066756662776965681e-01 -2.081203159453448304e-01 -2.061238212761819233e-01 -2.041273266070189885e-01 -2.020654331314298280e-01 -1.999624752890148960e-01 -1.978595174465999362e-01 -1.957145046407350597e-01 -1.935430852299132032e-01 -1.913716658190913744e-01 -1.891481943224979645e-01 -1.869060245038313139e-01 -1.846638546851646634e-01 -1.823022075764031413e-01 -1.799388289127126783e-01 -1.766902894327174733e-01 -1.681307850548935390e-01 -1.595712806770696046e-01 -1.509563153583649564e-01 -1.419400738203328294e-01 -1.329238322823007579e-01 -1.238257724622189720e-01 -1.145158242706748736e-01 -1.052058760791307751e-01 -9.577885357606218120e-02 -8.616537939167681626e-02 -7.655190520729143744e-02 -6.660414691736916970e-02 -5.647067523548196522e-02 -4.633720355359464971e-02 -3.168395492553752885e-02 -1.627741013978559886e-02 -8.415021338418382686e-04 1.538721281727226456e-02 3.161592776838636348e-02 4.804479336025310049e-02 6.480220811712890383e-02 8.155962287400450594e-02 9.859412808683715168e-02 1.158979183906712895e-01 1.332017086945054274e-01 1.509534632794819475e-01 1.691932983498803111e-01 1.874331334202777311e-01 2.080236851862328207e-01 2.303772744738565026e-01 2.527308637614801845e-01 2.759791584194368763e-01 2.995256882008379695e-01 3.230722179822406170e-01 3.472488862756383243e-01 3.715625412020777674e-01 3.959214973876366561e-01 4.210279243486674816e-01 4.461343513096986402e-01 4.714736071743308998e-01 4.979382027397034616e-01 5.244027983050757458e-01 5.516924927591457806e-01 5.810449344349595258e-01 6.103973761107732710e-01 6.403875972441829267e-01 6.713065147807617539e-01 7.022254323173404700e-01 7.336839901503744432e-01 7.656102362403360839e-01 7.975364823302980577e-01 8.300427174977722533e-01 8.630099696242947704e-01 8.959772217508169545e-01 9.304986148427450976e-01 9.652493074213726043e-01
-2.907850374792089049e-02 -5.394518868686861562e-02 -7.670690676488441107e-02 -9.823044741074747621e-02 -1.185608666667986727e-01 -1.376802508259738766e-01 -1.556071354712940391e-01 -1.724419666053458589e-01 -1.876839592834117221e-01 -2.012935586723540171e-01 -2.142087999472994941e-01 -2.266423395475336278e-01 -2.386236526631787536e-01 -2.501423048988520303e-01 -2.607774228349447054e-01 -2.691364286141876283e-01 -2.769355559581154202e-01 -2.843400527144679946e-01 -2.914033731877407329e-01 -2.980621893927632438e-01 -3.041041019700763681e-01 -3.096627486465869938e-01 -3.149026442337984344e-01 -3.194828856469355549e-01 -3.223430380238152537e-01 -3.249277695924209231e-01 -3.271726463952137620e-01 -3.286774510312957531e-01 -3.297218900519771068e-01 -3.305767295066215361e-01 -3.313713930715374567e-01 -3.320759088352390753e-01 -3.318727040138263473e-01 -3.297845699343529002e-01 -3.272796577594286882e-01 -3.244939877382096438e-01 -3.215527950328285756e-01 -3.183782595916350155e-01 -3.145307778755780936e-01 -3.104043731101526205e-01 -3.060476932041439335e-01 -3.014588275898581471e-01 -2.965912571044451718e-01 -2.913655914051540563e-01 -2.853087739720776006e-01 -2.785460696441516837e-01 -2.710046058451883177e-01 -2.627546713833647241e-01 -2.540315477126569577e-01 -2.448535458138962340e-01 -2.352362638499152780e-01 -2.252338946152894761e-01 -2.147735659163597377e-01 -2.039525775751154235e-01 -1.927522012300369458e-01 -1.810182965183262105e-01 -1.685714202135453754e-01 -1.550724197619323674e-01 -1.409094586884614975e-01 -1.261734664833782660e-01 -1.109840144869352202e-01 -9.533333311645543484e-02 -7.924413791262864548e-02 -6.267258567672398528e-02 -4.564400519562798741e-02 -2.805773082741573263e-02 -9.882004380600122387e-03 8.960589292872302505e-03 2.831347738390073768e-02 4.821663897047109848e-02 6.859970633560728837e-02 8.942183278608130392e-02 1.106853112353439889e-01 1.323795721257222391e-01 1.545798295886093299e-01 1.773671814574610262e-01 2.008051624249899969e-01 2.248199348330928715e-01 2.495471563121876291e-01 2.750436289743389273e-01 3.013251666998794653e-01 3.282743823798925931e-01 3.559103872162337479e-01 3.843497403396051171e-01 4.135341256830519785e-01 4.434510339945244572e-01 4.742420420350793586e-01 5.059549794673824374e-01 5.385649752352550390e-01 5.724866789245246501e-01 6.076131932895990628e-01 6.438734405463718558e-01 6.814776076837756325e-01 7.205326064179171652e-01 7.614763446242578393e-01 8.043327182090217464e-01 8.495228727263608448e-01 8.967010034300885168e-01 9.464339714453726682e-01
-2.853433572206951277e-02 -5.185634761280308314e-02 -7.249317129856422404e-02 -9.133840277655921880e-02 -1.084843752908091208e-01 -1.242681216169240627e-01 -1.390399505248701983e-01 -1.531087048118382754e-01 -1.663381833200915094e-01 -1.782604491874751063e-01 -1.889188106837953185e-01 -1.988937083192206245e-01 -2.083877116373875626e-01 -2.173907809348394060e-01 -2.259110136096051380e-01 -2.335532930900272863e-01 -2.393970921815435360e-01 -2.446994341782318116e-01 -2.496094763395189930e-01 -2.542168344854079387e-01 -2.585375969255345741e-01 -2.625987658068595354e-01 -2.663548987352427622e-01 -2.693256130744708932e-01 -2.703416627893341917e-01 -2.708693725573415034e-01 -2.710685015595307723e-01 -2.710219216861900482e-01 -2.707550862291964178e-01 -2.703048335772341715e-01 -2.697347113162545940e-01 -2.690092696558252783e-01 -2.679993418607402589e-01 -2.664952302850143173e-01 -2.634747778708975141e-01 -2.593420012379951678e-01 -2.548300662849908305e-01 -2.500725909091849886e-01 -2.450672744155447946e-01 -2.398125049223404914e-01 -2.343388078257704898e-01 -2.286064094645408884e-01 -2.226203124482423745e-01 -2.163034703541574233e-01 -2.095356215551948675e-01 -2.019144744437152417e-01 -1.934031074189578037e-01 -1.843928324448719513e-01 -1.750023430700650695e-01 -1.653325329945076194e-01 -1.553610223585979722e-01 -1.450627914371747096e-01 -1.344160954720787782e-01 -1.234343404868420147e-01 -1.120927945046706065e-01 -1.003182121904357404e-01 -8.807928173029659635e-02 -7.524850299595424452e-02 -6.183168611265792841e-02 -4.790568331265165902e-02 -3.351978119716279153e-02 -1.873908142787763381e-02 -3.557210912757615470e-03 1.204048375319072620e-02 2.803723017035783180e-02 4.445533990406070474e-02 6.129908386954883992e-02 7.863440356800525943e-02 9.651869908805137122e-02 1.149073905518637195e-01 1.338095493315187290e-01 1.532333072786536132e-01 1.731837526607416800e-01 1.936606401273161804e-01 2.146438958871945413e-01 2.362042071834855594e-01 2.584050301872901634e-01 2.812018999596678781e-01 3.045765355811338448e-01 3.285462084308833353e-01 3.531681477364662092e-01 3.784257559237870217e-01 4.042588377662995613e-01 4.308322932448332976e-01 4.581792734987324978e-01 4.862612129378038328e-01 5.152433853950497689e-01 5.450912183978727787e-01 5.757938811498258813e-01 6.073472810218452089e-01 6.398200401677858196e-01 6.733310070232250144e-01 7.078858062522059846e-01 7.436284778980112309e-01 7.808082502916320333e-01 8.193751690581112523e-01 8.596595217817154522e-01 9.020269451042620679e-01 9.476913330661994594e-01
-2.652225478793514973e-02 -4.711991562730948047e-02 -6.524327052835503238e-02 -8.168698086934179925e-02 -9.674126153731529842e-02 -1.106308874455624036e-01 -1.234917409494181856e-01 -1.352201682134207550e-01 -1.459938460077426503e-01 -1.560142204191037330e-01 -1.651393404475881010e-01 -1.734006499284940772e-01 -1.809236552545954446e-01 -1.878308066258912168e-01 -1.942015144685891037e-01 -1.999592678014616709e-01 -2.050781858732789731e-01 -2.094700498639664732e-01 -2.133067342470165162e-01 -2.167045999100373488e-01 -2.197256024583329470e-01 -2.222839464187382763e-01 -2.243024682569174644e-01 -2.256907975542216394e-01 -2.265104346533661495e-01 -2.268992531130947232e-01 -2.269448958476761036e-01 -2.266230404077872185e-01 -2.259747841435192917e-01 -2.249375584685397722e-01 -2.233638470150930699e-01 -2.213005749985243464e-01 -2.187904340210680421e-01 -2.159342498735055682e-01 -2.127232534622450766e-01 -2.090520445235827529e-01 -2.049021397276276357e-01 -2.003781395651196839e-01 -1.954683594818634462e-01 -1.901145380002033369e-01 -1.843126209218143574e-01 -1.780587522912226994e-01 -1.714235910167824228e-01 -1.644278858853445435e-01 -1.570681433028631446e-01 -1.493091864269239788e-01 -1.411379795679330584e-01 -1.325397246674447083e-01 -1.235351389526818666e-01 -1.141265075450012961e-01 -1.043471001602182119e-01 -9.416850027092760200e-02 -8.362182379507322738e-02 -7.271952693526845257e-02 -6.146576477490914292e-02 -4.979983632663075033e-02 -3.767588185147422580e-02 -2.510426107185400463e-02 -1.214500178063798730e-02 1.242272619290739778e-03 1.504475181039814473e-02 2.925916029798435875e-02 4.389537738006541595e-02 5.899221284276315314e-02 7.450515331889917547e-02 9.046622257008167522e-02 1.068890037906866514e-01 1.237681056305180161e-01 1.411092514072949944e-01 1.589471903942359932e-01 1.772260026829691471e-01 1.959389616851272553e-01 2.151411541767813129e-01 2.348074516085950636e-01 2.549964028365946933e-01 2.756940033760844067e-01 2.969381817073317165e-01 3.187153153603536349e-01 3.410725138476838336e-01 3.639857578455308329e-01 3.875190835293598202e-01 4.116362756596923522e-01 4.363230860226016139e-01 4.616212444827539341e-01 4.875891805951007574e-01 5.142456992341501998e-01 5.416490569738988681e-01 5.697494283861018749e-01 5.986819099554470114e-01 6.283914708557777340e-01 6.589501374021302649e-01 6.904186193744420441e-01 7.229856350926452402e-01 7.567718360501289876e-01 7.919750187734170277e-01 8.287075931484700897e-01 8.669194184067668951e-01 9.072928478330627433e-01 9.505057519238565567e-01
-2.383614110320812773e-02 -4.269341366448436287e-02 -5.892429288725734016e-02 -7.349779348417115332e-02 -8.670339889367388586e-02 -9.859868023617078536e-02 -1.094807309284202973e-01 -1.193555095180805492e-01 -1.284217713208273826e-01 -1.367537698140508240e-01 -1.443618439648859109e-01 -1.512507504107846179e-01 -1.575712251911989825e-01 -1.633408366486260865e-01 -1.685891645124243110e-01 -1.732512876654450917e-01 -1.773288140700008675e-01 -1.808960098534208305e-01 -1.839849069771750945e-01 -1.866491976525705143e-01 -1.888253324883462092e-01 -1.905497526845108536e-01 -1.918039771472631327e-01 -1.926055168405198248e-01 -1.930542095138198799e-01 -1.930142417242348973e-01 -1.925062778250357098e-01 -1.915222448585659210e-01 -1.901544838978282137e-01 -1.883723102740384181e-01 -1.862043232812679028e-01 -1.836751152470008364e-01 -1.807252965983732196e-01 -1.773925145395940928e-01 -1.736752633963548620e-01 -1.696009634905356056e-01 -1.651736725001829442e-01 -1.604320400225636156e-01 -1.553210764917139219e-01 -1.497843625852069149e-01 -1.438196741004427737e-01 -1.374607822329925733e-01 -1.307474283857784358e-01 -1.236964547194502051e-01 -1.162961128633252933e-01 -1.084670191462622085e-01 -1.002242345195904494e-01 -9.155920479201325179e-02 -8.251214510418765358e-02 -7.310112152057812729e-02 -6.332318620512446261e-02 -5.322394645078720732e-02 -4.279605327451358604e-02 -3.200671235640071416e-02 -2.082450808757068880e-02 -9.248953955438466920e-03 2.748999973546088597e-03 1.512138821772229975e-02 2.788646153823776119e-02 4.102202855608783061e-02 5.457449842319170297e-02 6.850038478903018591e-02 8.285276200514482547e-02 9.761124578474127123e-02 1.127812944789109151e-01 1.283523781754130066e-01 1.443215450412783374e-01 1.607313224994157685e-01 1.775302330393256078e-01 1.947397769049953875e-01 2.123756014165755213e-01 2.304580634623001056e-01 2.490082795648426994e-01 2.680194800053424808e-01 2.875039890153591737e-01 3.074782231809564670e-01 3.278968969174561598e-01 3.488078978344937853e-01 3.701849293022693721e-01 3.921111132634823027e-01 4.146224493396232780e-01 4.377370807650042828e-01 4.615362991212983990e-01 4.859131827503450074e-01 5.109562037069494966e-01 5.366146148766089974e-01 5.628750177562633628e-01 5.898924589705023536e-01 6.176755609178191664e-01 6.461696845787853194e-01 6.754102112569851935e-01 7.055475084475546499e-01 7.366386428464472003e-01 7.688531063799913801e-01 8.023709365328386411e-01 8.373836918927485273e-01 8.739911773517951010e-01 9.123723268613024295e-01 9.532738106668154909e-01
-2.223704487951165196e-02 -3.939336700975178823e-02 -5.447330239008070507e-02 -6.794296942497765612e-02 -8.004360565663182214e-02 -9.105675701459514659e-02 -1.011850735766829379e-01 -1.104325185277547361e-01 -1.188383194446622909e-01 -1.264874155885148954e-01 -1.334038044132645484e-01 -1.397016228640834135e-01 -1.454175858069428062e-01 -1.505544220906225306e-01 -1.550166024400990161e-01 -1.589276573219930155e-01 -1.623919417439595447e-01 -1.653633459643330805e-01 -1.677620821249613536e-01 -1.696189447375666126e-01 -1.710899360764285559e-01 -1.722529613729652798e-01 -1.730045280494557081e-01 -1.732784483749226223e-01 -1.730479918532682182e-01 -1.724653461981749125e-01 -1.715371241756079856e-01 -1.702999948914335482e-01 -1.686635729345521972e-01 -1.665666097451587169e-01 -1.640480903411278280e-01 -1.611666560687702310e-01 -1.580014137459103130e-01 -1.545178017139068050e-01 -1.506958411480134041e-01 -1.464963651172673798e-01 -1.419332525170997894e-01 -1.370187597239446164e-01 -1.317712759681081980e-01 -1.261707696301652137e-01 -1.202292183356010874e-01 -1.138746199551418092e-01 -1.071476048881003784e-01 -1.001061377831300170e-01 -9.275324828389265586e-02 -8.503564683490538734e-02 -7.696849940188864314e-02 -6.853728007777312725e-02 -5.970682905316707784e-02 -5.048590279135566766e-02 -4.086822011049714293e-02 -3.084220548682296836e-02 -2.046334119416174172e-02 -9.706192980633673861e-03 1.409974013987479180e-03 1.286062853431504602e-02 2.468041370409394808e-02 3.687713267299717185e-02 4.947405461643909069e-02 6.246416928254534817e-02 7.585757968929716932e-02 8.964811688865681472e-02 1.038172081540695013e-01 1.183699407729835451e-01 1.332829512207920064e-01 1.485840739294769786e-01 1.642938503516053472e-01 1.803936175136668096e-01 1.968951031857477385e-01 2.137794074064870431e-01 2.310492745400416215e-01 2.487496266579238835e-01 2.668982410571111852e-01 2.854899082022833712e-01 3.045430513041366694e-01 3.240294508887283098e-01 3.439492990366060932e-01 3.643680517011292919e-01 3.852969849313878647e-01 4.067559900801707706e-01 4.288381656260479846e-01 4.515135971529469772e-01 4.747579992651657088e-01 4.985351213531441505e-01 5.228865896497058019e-01 5.478591728973738473e-01 5.734440471896739000e-01 5.997074546189550270e-01 6.266993230052301245e-01 6.544222593183377512e-01 6.829749677452260359e-01 7.123739742105844597e-01 7.427230037587397860e-01 7.741849774645844784e-01 8.069274346228864081e-01 8.409037402803254402e-01 8.765341488456497299e-01 9.140637554678626708e-01 9.541045762238771211e-01
-2.099750523559115040e-02 -3.717009803114007527e-02 -5.143549918319225561e-02 -6.418467296277373391e-02 -7.568808055841982907e-02 -8.610144252464493886e-02 -9.551712321410736617e-02 -1.039766953038370051e-01 -1.116206865423471223e-01 -1.185452908030727587e-01 -1.247916280860540683e-01 -1.304136248242712126e-01 -1.354498375309576008e-01 -1.399835379555932902e-01 -1.439707796428389697e-01 -1.474339077808980436e-01 -1.504387363042292980e-01 -1.530161289076126807e-01 -1.551516290498681783e-01 -1.568148763271399182e-01 -1.580954236936093771e-01 -1.590446877332367948e-01 -1.596518385552129493e-01 -1.598967813214812184e-01 -1.597636772969705521e-01 -1.592514782028865705e-01 -1.583708399424780255e-01 -1.571062726163802992e-01 -1.554501906328100147e-01 -1.533843901900607820e-01 -1.509564038311141942e-01 -1.482024200827243843e-01 -1.450651597123950587e-01 -1.415715777397262842e-01 -1.377319799413952717e-01 -1.335585896808516027e-01 -1.290454851403944059e-01 -1.241555351079933894e-01 -1.189092705183252552e-01 -1.133198439096908539e-01 -1.073652066839386604e-01 -1.010603287247675147e-01 -9.440647324164737342e-02 -8.737975362785771472e-02 -7.998243957516559810e-02 -7.218862625425440105e-02 -6.405124804638474834e-02 -5.556199548873803212e-02 -4.668160605217435560e-02 -3.740726805833382435e-02 -2.776162538993963771e-02 -1.774710228050374594e-02 -7.389411544061445444e-03 3.319874022226153645e-03 1.438342122899557811e-02 2.579749855703508676e-02 3.762407809551979870e-02 4.982202257259440298e-02 6.241301187782311022e-02 7.537767253113684951e-02 8.869832699778842922e-02 1.023529593223903716e-01 1.163555376925779483e-01 1.307316205677548082e-01 1.454972195160980919e-01 1.606645491886288524e-01 1.762268080869028863e-01 1.922270648469375232e-01 2.086040405610597170e-01 2.253915049032492457e-01 2.425733404531411619e-01 2.601881890881042048e-01 2.782659239804273210e-01 2.968029459652666291e-01 3.157425809930761718e-01 3.351162317234028798e-01 3.549690651044631884e-01 3.752878437800605260e-01 3.960811587800136535e-01 4.174025293349264421e-01 4.392069017795410812e-01 4.615422242894259286e-01 4.843998680014726110e-01 5.077756387428448148e-01 5.317465595506700726e-01 5.562607484507385847e-01 5.813864917589602888e-01 6.072334433349273475e-01 6.337622591463025756e-01 6.610286300072379939e-01 6.890392704185722694e-01 7.179074692408273783e-01 7.477039322065492932e-01 7.785048206415750016e-01 8.104920009906242395e-01 8.437539817319539281e-01 8.785899893551351036e-01 9.152960751196416167e-01 9.547797919397317257e-01
-2.027804794012987369e-02 -3.565360686524071676e-02 -4.898655739517344260e-02 -6.081691600226703937e-02 -7.133901167485937056e-02 -8.082920980615219964e-02 -8.937621335731313343e-02 -9.724028095650021075e-02 -1.044030056575744048e-01 -1.108604915047297912e-01 -1.166803414160005048e-01 -1.219564354259952688e-01 -1.267007343177193879e-01 -1.309747739469984684e-01 -1.347814482452303897e-01 -1.380773224220044060e-01 -1.409322051862310909e-01 -1.433400277054656391e-01 -1.452757879125541052e-01 -1.468258054210832553e-01 -1.479812198307988158e-01 -1.487485901201918148e-01 -1.491075360218926948e-01 -1.491017036579088684e-01 -1.487145019685179870e-01 -1.479532708547706688e-01 -1.468204122118213495e-01 -1.453033237274516942e-01 -1.434387149585691912e-01 -1.412547454651946199e-01 -1.387113290723600845e-01 -1.358184018635183732e-01 -1.325876873155509839e-01 -1.290124754728888823e-01 -1.250756654649446964e-01 -1.207762919651519384e-01 -1.161535668925090803e-01 -1.111677264356741718e-01 -1.058517453810985109e-01 -1.002147922517804129e-01 -9.420732571718005988e-02 -8.785981198547791748e-02 -8.113911614634650160e-02 -7.408514370356586443e-02 -6.668586119385322419e-02 -5.894103747331144033e-02 -5.082147285526964625e-02 -4.230577431597554866e-02 -3.348707790637626275e-02 -2.432539370890172276e-02 -1.480009174527105453e-02 -4.857938455948424862e-03 5.398026145378403105e-03 1.596443716277433367e-02 2.690955026619005694e-02 3.822496588015247138e-02 4.993215500605903412e-02 6.199461357593965410e-02 7.441484760825380074e-02 8.718157179465110818e-02 1.003621351931920647e-01 1.139295285640775784e-01 1.278887048419695971e-01 1.422249860126107712e-01 1.569179907739161328e-01 1.719638254668430510e-01 1.873797112450558688e-01 2.032002370859728457e-01 2.194623820433547756e-01 2.361015082500292350e-01 2.530979613846157106e-01 2.705484542235476186e-01 2.884065864498310261e-01 3.066777031942208298e-01 3.253924209266242373e-01 3.445230762591913742e-01 3.640833642880763610e-01 3.840889687626269922e-01 4.045729286943687275e-01 4.255263718499927017e-01 4.469910563509648105e-01 4.689943062992128486e-01 4.915217033987482886e-01 5.145823066846786364e-01 5.381990222864014850e-01 5.623947567062803632e-01 5.872083612381319151e-01 6.127063786020179315e-01 6.388577716077572521e-01 6.656745958601520963e-01 6.932709867739876852e-01 7.216794164670672362e-01 7.509952278268796633e-01 7.812743480919216443e-01 8.128061722287964752e-01 8.457006193615960177e-01 8.801849286916580972e-01 9.165448904247016637e-01 9.556500892487496124e-01
-1.924138634461551242e-02 -3.381128832060556477e-02 -4.636628172360897360e-02 -5.744382636248658580e-02 -6.730774755416064903e-02 -7.618359669488274089e-02 -8.419989338735718587e-02 -9.144226036013035352e-02 -9.805582568510166908e-02 -1.040774507901639501e-01 -1.094733747428922738e-01 -1.143308124884197946e-01 -1.187095005954316440e-01 -1.225590236368280378e-01 -1.259455037921620169e-01 -1.288416132417900539e-01 -1.312588887792774384e-01 -1.332311608107494272e-01 -1.347738725450593755e-01 -1.359235257589068990e-01 -1.366695013057293573e-01 -1.371052611621862982e-01 -1.372333085850898637e-01 -1.369975242264811210e-01 -1.364043319117422548e-01 -1.354927819668212963e-01 -1.342694912122455453e-01 -1.326995638592776139e-01 -1.308207245120059647e-01 -1.286426641736031495e-01 -1.261138722063665230e-01 -1.231869528537558600e-01 -1.198907429952783821e-01 -1.162542560950741710e-01 -1.122811157047999275e-01 -1.079616347282879169e-01 -1.032647037035864107e-01 -9.822142301120605212e-02 -9.282492740084498373e-02 -8.706047273995730362e-02 -8.099047140495431452e-02 -7.459786897134167150e-02 -6.783935329019059879e-02 -6.073297882434446765e-02 -5.328029414652435403e-02 -4.549538532671117824e-02 -3.736691874229207400e-02 -2.891233608652684847e-02 -2.010933770137217358e-02 -1.095509198112564267e-02 -1.471601344050937595e-03 8.360998314657763081e-03 1.856536379946150533e-02 2.912347662309699992e-02 4.001461978057824914e-02 5.125157118322386934e-02 6.284419157160818503e-02 7.485389227482927565e-02 8.721326544849918039e-02 9.990677003318858274e-02 1.129525113679598486e-01 1.263559227079292802e-01 1.401433416995731818e-01 1.543179760597324368e-01 1.688755594218979972e-01 1.838061617350966737e-01 1.991319943673340587e-01 2.148355718491805344e-01 2.309323218388638910e-01 2.474345199123515193e-01 2.643298433072326370e-01 2.816412558356219953e-01 2.993976710584261292e-01 3.175776848656990947e-01 3.361910801103653590e-01 3.552167110458028798e-01 3.746818058049917188e-01 3.945745339928055095e-01 4.148890284891286195e-01 4.355920984812562402e-01 4.567471973489567461e-01 4.784198831431935028e-01 5.005858393916493565e-01 5.232293691420911719e-01 5.463671776153411486e-01 5.701100947612557368e-01 5.944470339979538442e-01 6.194456349723773680e-01 6.451702969824367750e-01 6.716592312373744766e-01 6.989242111507754096e-01 7.269902929199905106e-01 7.558773878859746942e-01 7.856875456858264384e-01 8.165420311671894860e-01 8.487387828494622477e-01 8.824485147566174525e-01 9.180614475854964596e-01 9.561999891766388426e-01
-1.789715413589135218e-02 -3.178825582324999038e-02 -4.357930901175492699e-02 -5.391717009438851821e-02 -6.320727020509681049e-02 -7.161559456068362917e-02 -7.923867541384282953e-02 -8.606798451423497420e-02 -9.222159521857040132e-02 -9.775410101218777459e-02 -1.027391549030372553e-01 -1.072439198515106468e-01 -1.112872587284198522e-01 -1.148124217659150376e-01 -1.178504633194666640e-01 -1.204388858911159266e-01 -1.226300358926339790e-01 -1.243430279994982846e-01 -1.256818278977964720e-01 -1.266436184001662746e-01 -1.272671534425371120e-01 -1.275464432953370419e-01 -1.275260405687852483e-01 -1.271745788114168052e-01 -1.264787192852657727e-01 -1.254061292012204898e-01 -1.240026352387994385e-01 -1.222429349789311975e-01 -1.201955058084432648e-01 -1.178319009704352632e-01 -1.151411285143894292e-01 -1.121424702917318134e-01 -1.088028204772534396e-01 -1.051029039370697804e-01 -1.010441711367237316e-01 -9.660682086604384378e-02 -9.183780395300604471e-02 -8.674293564130344802e-02 -8.133921363636961721e-02 -7.562242745405040045e-02 -6.960337026128733673e-02 -6.326431695418469059e-02 -5.657616092023778215e-02 -4.951768871181910781e-02 -4.211960616111282141e-02 -3.436643913953712354e-02 -2.625649588266870671e-02 -1.784155729325064346e-02 -9.086126744888909160e-03 -2.736810336006211301e-05 9.347979125067216316e-03 1.910701171746671465e-02 2.922813396969154570e-02 3.968502190731070661e-02 5.048069471083064391e-02 6.155970911721059258e-02 7.298888588014401657e-02 8.483410928675971796e-02 9.708364974076444387e-02 1.097845989856210125e-01 1.228653967205903252e-01 1.362917822360452946e-01 1.500717554436962198e-01 1.641751962255992570e-01 1.786312815606196369e-01 1.934526456767536318e-01 2.086616302603200857e-01 2.242418493567329696e-01 2.402303313900545079e-01 2.566275435510221303e-01 2.734479066255288138e-01 2.906971473062190392e-01 3.083298225605253240e-01 3.263616935261987595e-01 3.447909368283770259e-01 3.636590750002392514e-01 3.829409125493601351e-01 4.025967124784413653e-01 4.226875963214403731e-01 4.432296651983060332e-01 4.642408362293629631e-01 4.856823432469277169e-01 5.075919403747963798e-01 5.300419507783776796e-01 5.530354179310936757e-01 5.765397825286016076e-01 6.006511526977903470e-01 6.254094942317043326e-01 6.508631247192045999e-01 6.770137655167017821e-01 7.038209116025856416e-01 7.313655913731610392e-01 7.597236784536778309e-01 7.890575335333858131e-01 8.194077736411742308e-01 8.509933131638318660e-01 8.841662226128607083e-01 9.190416095147518893e-01 9.565239005914386583e-01
